1, 0.99
2, 2
3, 3
4, 4
5, 5
6, 6
7, 6.99
8, 7.96
9, 8.87
10, 9.71
11, 10.48
12, 10.97
13, 11.08
14, 11.29
15, 11.17
16, 10.65
17, 10.06
18, 9.31
19, 8.7
20, 7.92
21, 7.16
22, 6.18
23, 5.23
24, 4.55
25, 3.75
26, 3.15
27, 2.36
28, 2.01
29, 1.6
30, 1.24
31, 0.97
32, 0.73
33, 0.6
34, 0.45
35, 0.38
36, 0.32
37, 0.22
38, 0.18
39, 0.15
40, 0.05
41, 0.04
42, 0.03
43, 0.02
44, 0
45, 0.02
46, 0
47, 0
48, 0
49, 0
50, 0
